name_Sanger,name,Accession.no,Source,Country,year,ST,cluster_poppunk_old,cluster_poppunk_updated,Collection,Continent
10156_8#33,ERR339401,ERR339401,env,Thailand,2011,176,2,2_2,Claire,Asia
10156_8#34,ERR339402,ERR339402,env,Thailand,2011,176,2,2_2,Claire,Asia
10156_8#35,ERR339403,ERR339403,env,Thailand,2011,176,2,2_2,Claire,Asia
10156_8#36,ERR339404,ERR339404,env,Thailand,2011,176,2,2_2,Claire,Asia
10156_8#37,ERR339405,ERR339405,env,Thailand,2011,17*,3,3,Claire,Asia
10156_8#38,ERR339406,ERR339406,env,Thailand,2011,176,2,2_2,Claire,Asia
10156_8#39,ERR339407,ERR339407,env,Thailand,2011,298,35,35,Claire,Asia
10156_8#40,ERR339408,ERR339408,env,Thailand,2011,105,153,153,Claire,Asia
10156_8#41,ERR339409,ERR339409,env,Thailand,2011,207,2,2,Claire,Asia
10156_8#42,ERR339410,ERR339410,env,Thailand,2011,315,13,13,Claire,Asia
10156_8#43,ERR339411,ERR339411,env,Thailand,2011,60,2,2_2,Claire,Asia
10156_8#44,ERR339412,ERR339412,env,Thailand,2011,207,2,2,Claire,Asia
10156_8#45,ERR339413,ERR339413,env,Thailand,2011,207,2,2,Claire,Asia
10156_8#46,ERR339414,ERR339414,env,Thailand,2011,207,2,2,Claire,Asia
10156_8#47,ERR339415,ERR339415,env,Thailand,2011,298,35,35,Claire,Asia
10156_8#48,ERR339416,ERR339416,env,Thailand,2011,214,29,29,Claire,Asia
10156_8#49,ERR339417,ERR339417,env,Thailand,2011,197,4,4,Claire,Asia
10156_8#5,ERR339373,ERR339373,env,Thailand,2011,174,7,7,Claire,Asia
10156_8#50,ERR339418,ERR339418,env,Thailand,2011,197,4,4,Claire,Asia
10156_8#51,ERR339419,ERR339419,env,Thailand,2011,168,46,46,Claire,Asia
10156_8#52,ERR339420,ERR339420,env,Thailand,2011,183,4,4,Claire,Asia
10156_8#53,ERR339421,ERR339421,env,Thailand,2011,197,4,4,Claire,Asia
10156_8#54,ERR339422,ERR339422,env,Thailand,2011,70,1,1,Claire,Asia
10156_8#55,ERR339423,ERR339423,env,Thailand,2011,197,4,4,Claire,Asia
10156_8#56,ERR339424,ERR339424,env,Thailand,2011,54,6,6,Claire,Asia
10156_8#57,ERR339425,ERR339425,env,Thailand,2011,183,4,4,Claire,Asia
10156_8#58,ERR339426,ERR339426,env,Thailand,2011,163,70,70,Claire,Asia
10156_8#59,ERR339427,ERR339427,env,Thailand,2011,70,1,1,Claire,Asia
10156_8#6,ERR339374,ERR339374,env,Thailand,2011,174,7,7,Claire,Asia
10156_8#60,ERR339428,ERR339428,env,Thailand,2011,Novel,17,17,Claire,Asia
10156_8#7,ERR339375,ERR339375,env,Thailand,2011,174,7,7,Claire,Asia
10156_8#8,ERR339376,ERR339376,env,Thailand,2011,1801,27,27,Claire,Asia
10156_8#9,ERR339377,ERR339377,env,Thailand,2011,1801,27,27,Claire,Asia
10208_7#1,ERR341117,ERR341117,env,Thailand,2011,Novel,17,17,Claire,Asia
10208_7#10,ERR341126,ERR341126,env,Thailand,2011,156,8,8,Claire,Asia
10208_7#11,ERR341127,ERR341127,env,Thailand,2011,156,8,8,Claire,Asia
10208_7#12,ERR341128,ERR341128,env,Thailand,2011,156,8,8,Claire,Asia
10208_7#13,ERR341129,ERR341129,env,Thailand,2011,156,8,8,Claire,Asia
10208_7#14,ERR341130,ERR341130,env,Thailand,2011,156,8,8,Claire,Asia
10208_7#15,ERR341131,ERR341131,env,Thailand,2011,156,8,8,Claire,Asia
10208_7#16,ERR341132,ERR341132,env,Thailand,2011,156,8,8,Claire,Asia
10208_7#17,ERR341133,ERR341133,env,Thailand,2011,156,8,8,Claire,Asia
10208_7#18,ERR341134,ERR341134,env,Thailand,2011,156,8,8,Claire,Asia
10208_7#19,ERR341135,ERR341135,env,Thailand,2010,32,1,1,Claire,Asia
10208_7#2,ERR341118,ERR341118,env,Thailand,2011,Novel,17,17,Claire,Asia
10208_7#20,ERR341136,ERR341136,env,Thailand,2010,32,1,1,Claire,Asia
10208_7#21,ERR341137,ERR341137,env,Thailand,2010,60,2,2_2,Claire,Asia
10208_7#22,ERR341138,ERR341138,env,Thailand,2010,32,1,1,Claire,Asia
10208_7#23,ERR341139,ERR341139,env,Thailand,2010,32,1,1,Claire,Asia
10208_7#24,ERR341140,ERR341140,env,Thailand,2010,32,1,1,Claire,Asia
10208_7#25,ERR341141,ERR341141,env,Thailand,2010,48,2,2,Claire,Asia
10208_7#26,ERR341142,ERR341142,env,Thailand,2010,48,2,2,Claire,Asia
10208_7#27,ERR341143,ERR341143,env,Thailand,2010,32,1,1,Claire,Asia
10208_7#28,ERR341144,ERR341144,env,Thailand,2010,32,1,1,Claire,Asia
10208_7#29,ERR341145,ERR341145,env,Thailand,2010,52,4,4,Claire,Asia
10208_7#3,ERR341119,ERR341119,env,Thailand,2011,Novel,17,17,Claire,Asia
10208_7#30,ERR341146,ERR341146,env,Thailand,2010,52,4,4,Claire,Asia
10208_7#31,ERR341147,ERR341147,env,Thailand,2010,52,4,4,Claire,Asia
10208_7#32,ERR341148,ERR341148,env,Thailand,2010,288,7,7,Claire,Asia
10208_7#33,ERR341149,ERR341149,env,Thailand,2010,52,4,4,Claire,Asia
10208_7#34,ERR341150,ERR341150,env,Thailand,2010,52,4,4,Claire,Asia
10208_7#35,ERR341151,ERR341151,env,Thailand,2010,52,4,4,Claire,Asia
10208_7#36,ERR341152,ERR341152,env,Thailand,2010,288,7,7,Claire,Asia
10208_7#37,ERR341153,ERR341153,env,Thailand,2010,288,7,7,Claire,Asia
10208_7#38,ERR341154,ERR341154,env,Thailand,2010,288,7,7,Claire,Asia
10208_7#39,ERR341155,ERR341155,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#40,ERR341156,ERR341156,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#41,ERR341157,ERR341157,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#42,ERR341158,ERR341158,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#43,ERR341159,ERR341159,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#44,ERR341160,ERR341160,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#45,ERR341161,ERR341161,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#46,ERR341162,ERR341162,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#47,ERR341163,ERR341163,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#48,ERR341164,ERR341164,env,Thailand,2010,Novel,17,17,Claire,Asia
10208_7#49,ERR341165,ERR341165,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#5,ERR341121,ERR341121,env,Thailand,2011,Novel,17,17,Claire,Asia
10208_7#50,ERR341166,ERR341166,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#51,ERR341167,ERR341167,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#52,ERR341168,ERR341168,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#53,ERR341169,ERR341169,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#54,ERR341170,ERR341170,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#55,ERR341171,ERR341171,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#56,ERR341172,ERR341172,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#57,ERR341173,ERR341173,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#58,ERR341174,ERR341174,env,Thailand,2011,Novel,32,32,Claire,Asia
10208_7#59,ERR341175,ERR341175,env,Thailand,2011,54,6,6,Claire,Asia
10208_7#6,ERR341122,ERR341122,env,Thailand,2011,1051,33,33,Claire,Asia
10208_7#60,ERR341176,ERR341176,env,Thailand,2011,54,6,6,Claire,Asia
10208_7#7,ERR341123,ERR341123,env,Thailand,2011,Novel,17,17,Claire,Asia
10208_7#8,ERR341124,ERR341124,env,Thailand,2011,1051,33,33,Claire,Asia
10208_7#9,ERR341125,ERR341125,env,Thailand,2011,156,8,8,Claire,Asia
10208_8#1,ERR341177,ERR341177,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#10,ERR341186,ERR341186,env,Thailand,2011,376,5,5,Claire,Asia
10208_8#11,ERR341187,ERR341187,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#12,ERR341188,ERR341188,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#13,ERR341189,ERR341189,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#14,ERR341190,ERR341190,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#15,ERR341191,ERR341191,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#16,ERR341192,ERR341192,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#17,ERR341193,ERR341193,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#18,ERR341194,ERR341194,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#19,ERR341195,ERR341195,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#2,ERR341178,ERR341178,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#20,ERR341196,ERR341196,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#21,ERR341197,ERR341197,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#22,ERR341198,ERR341198,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#23,ERR341199,ERR341199,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#24,ERR341200,ERR341200,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#25,ERR341201,ERR341201,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#26,ERR341202,ERR341202,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#27,ERR341203,ERR341203,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#28,ERR341204,ERR341204,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#29,ERR341205,ERR341205,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#3,ERR341179,ERR341179,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#30,ERR341206,ERR341206,env,Thailand,2011,677,28,28,Claire,Asia
10208_8#31,ERR341207,ERR341207,env,Thailand,2011,313,39,39,Claire,Asia
10208_8#32,ERR341208,ERR341208,env,Thailand,2011,313,39,39,Claire,Asia
10208_8#33,ERR341209,ERR341209,env,Thailand,2011,60,2,2_2,Claire,Asia
10208_8#34,ERR341210,ERR341210,env,Thailand,2011,60,2,2_2,Claire,Asia
10208_8#35,ERR341211,ERR341211,env,Thailand,2011,313,39,39,Claire,Asia
10208_8#36,ERR341212,ERR341212,env,Thailand,2011,313,39,39,Claire,Asia
10208_8#37,ERR341213,ERR341213,env,Thailand,2011,50,2,2,Claire,Asia
10208_8#38,ERR341214,ERR341214,env,Thailand,2011,50,2,2,Claire,Asia
10208_8#39,ERR341215,ERR341215,env,Thailand,2011,50,2,2,Claire,Asia
10208_8#40,ERR341216,ERR341216,env,Thailand,2011,50,2,2,Claire,Asia
10208_8#41,ERR341217,ERR341217,env,Thailand,2011,Novel*,2,2_2,Claire,Asia
10208_8#42,ERR341218,ERR341218,env,Thailand,2011,163,70,70,Claire,Asia
10208_8#43,ERR341219,ERR341219,env,Thailand,2011,154,37,37,Claire,Asia
10208_8#44,ERR341220,ERR341220,env,Thailand,2011,33,4,4,Claire,Asia
10208_8#45,ERR341221,ERR341221,env,Thailand,2011,33,4,4,Claire,Asia
10208_8#46,ERR341222,ERR341222,env,Thailand,2011,93,32,32,Claire,Asia
10208_8#47,ERR341223,ERR341223,env,Thailand,2011,33*,4,4,Claire,Asia
10208_8#48,ERR341224,ERR341224,env,Thailand,2011,33,4,4,Claire,Asia
10208_8#49,ERR341225,ERR341225,env,Thailand,2011,33,4,4,Claire,Asia
10208_8#5,ERR341181,ERR341181,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#50,ERR341226,ERR341226,env,Thailand,2011,208,10,10,Claire,Asia
10208_8#51,ERR341227,ERR341227,env,Thailand,2011,70,1,1,Claire,Asia
10208_8#52,ERR341228,ERR341228,env,Thailand,2011,161,33,33,Claire,Asia
10208_8#53,ERR341229,ERR341229,env,Thailand,2011,161,33,33,Claire,Asia
10208_8#54,ERR341230,ERR341230,env,Thailand,2011,161,33,33,Claire,Asia
10208_8#55,ERR341231,ERR341231,env,Thailand,2011,161,33,33,Claire,Asia
10208_8#56,ERR341232,ERR341232,env,Thailand,2011,155,6,6,Claire,Asia
10208_8#57,ERR341233,ERR341233,env,Thailand,2011,161,33,33,Claire,Asia
10208_8#58,ERR341234,ERR341234,env,Thailand,2011,161,33,33,Claire,Asia
10208_8#59,ERR341235,ERR341235,env,Thailand,2011,161,33,33,Claire,Asia
10208_8#6,ERR341182,ERR341182,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#60,ERR341236,ERR341236,env,Thailand,2011,174,7,7,Claire,Asia
10208_8#61,ERR341237,ERR341237,human,Thailand,2011,1533,1,1,Claire,Asia
10208_8#7,ERR341183,ERR341183,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#8,ERR341184,ERR341184,env,Thailand,2011,54,6,6,Claire,Asia
10208_8#9,ERR341185,ERR341185,env,Thailand,2011,163,23,23,Claire,Asia
10209_8#1,ERR341238,ERR341238,human,Thailand,2010,47,20,20,Claire,Asia
10209_8#10,ERR341247,ERR341247,human,Thailand,2010,197,4,4,Claire,Asia
10209_8#11,ERR341248,ERR341248,human,Thailand,2010,288,7,7,Claire,Asia
10209_8#12,ERR341249,ERR341249,human,Thailand,2010,Novel,100,100,Claire,Asia
10209_8#13,ERR341250,ERR341250,human,Thailand,2010,219,23,23,Claire,Asia
10209_8#14,ERR341251,ERR341251,human,Thailand,2010,93,53,53,Claire,Asia
10209_8#15,ERR341252,ERR341252,human,Thailand,2010,54,6,6,Claire,Asia
10209_8#16,ERR341253,ERR341253,human,Thailand,2010,54,6,6,Claire,Asia
10209_8#17,ERR341254,ERR341254,human,Thailand,2010,70,1,1,Claire,Asia
10209_8#18,ERR341255,ERR341255,human,Thailand,2010,84,1,1,Claire,Asia
10209_8#19,ERR341256,ERR341256,human,Thailand,2010,Novel,154,154,Claire,Asia
10209_8#2,ERR341239,ERR341239,human,Thailand,2010,513,1,1,Claire,Asia
10209_8#20,ERR341257,ERR341257,human,Thailand,2010,70,1,1,Claire,Asia
10209_8#21,ERR341258,ERR341258,human,Thailand,2010,Novel,17,17,Claire,Asia
10209_8#22,ERR341259,ERR341259,human,Thailand,2010,527,2,2,Claire,Asia
10209_8#23,ERR341260,ERR341260,human,Thailand,2010,Novel,3,3,Claire,Asia
10209_8#24,ERR341261,ERR341261,human,Thailand,2010,9,3,3,Claire,Asia
10209_8#25,ERR341262,ERR341262,human,Thailand,2010,178,11,11,Claire,Asia
10209_8#26,ERR341263,ERR341263,human,Thailand,2010,Novel,32,32,Claire,Asia
10209_8#28,ERR341264,ERR341264,human,Thailand,2010,206,3,3,Claire,Asia
10209_8#29,ERR341265,ERR341265,human,Thailand,2010,56,2,2,Claire,Asia
10209_8#3,ERR341240,ERR341240,human,Thailand,2010,167,2,2_2,Claire,Asia
10209_8#31,ERR341266,ERR341266,human,Thailand,2010,206,3,3,Claire,Asia
10209_8#32,ERR341267,ERR341267,human,Thailand,2010,309,16,16,Claire,Asia
10209_8#33,ERR341268,ERR341268,human,Thailand,2010,167,2,2_2,Claire,Asia
10209_8#34,ERR341269,ERR341269,human,Thailand,2010,531,18,18,Claire,Asia
10209_8#36,ERR341270,ERR341270,human,Thailand,2010,288,7,7,Claire,Asia
10209_8#37,ERR341271,ERR341271,human,Thailand,2010,167,2,2_2,Claire,Asia
10209_8#39,ERR341272,ERR341272,human,Thailand,2010,70,1,1,Claire,Asia
10209_8#40,ERR341273,ERR341273,human,Thailand,2010,207,8,8,Claire,Asia
10209_8#41,ERR341274,ERR341274,human,Thailand,2010,207,8,8,Claire,Asia
10209_8#42,ERR341275,ERR341275,human,Thailand,2010,33,4,4,Claire,Asia
10209_8#44,ERR341276,ERR341276,human,Thailand,2010,47,20,20,Claire,Asia
10209_8#45,ERR341277,ERR341277,human,Thailand,2010,531,18,18,Claire,Asia
10209_8#47,ERR341278,ERR341278,human,Thailand,2010,23,3,3,Claire,Asia
10209_8#48,ERR341279,ERR341279,human,Thailand,2010,872,26,26,Claire,Asia
10209_8#49,ERR341280,ERR341280,human,Thailand,2010,Novel,17,17,Claire,Asia
10209_8#5,ERR341242,ERR341242,human,Thailand,2010,33,4,4,Claire,Asia
10209_8#50,ERR341281,ERR341281,human,Thailand,2010,205,30,30,Claire,Asia
10209_8#52,ERR341282,ERR341282,human,Thailand,2010,Novel,46,46,Claire,Asia
10209_8#53,ERR341283,ERR341283,human,Thailand,2010,441,60,60,Claire,Asia
10209_8#55,ERR341284,ERR341284,human,Thailand,2010,521,2,2,Claire,Asia
10209_8#56,ERR341285,ERR341285,human,Thailand,2010,174,7,7,Claire,Asia
10209_8#57,ERR341286,ERR341286,human,Thailand,2010,174,7,7,Claire,Asia
10209_8#58,ERR341287,ERR341287,human,Thailand,2010,70,1,1,Claire,Asia
10209_8#6,ERR341243,ERR341243,human,Thailand,2010,70,1,1,Claire,Asia
10209_8#60,ERR341288,ERR341288,human,Thailand,2010,167,2,2_2,Claire,Asia
10209_8#7,ERR341244,ERR341244,human,Thailand,2010,935,8,8,Claire,Asia
10209_8#8,ERR341245,ERR341245,human,Thailand,2010,1109,82,82,Claire,Asia
10209_8#9,ERR341246,ERR341246,human,Thailand,2010,153,7,7,Claire,Asia
10235_7#1,ERR343679,ERR343679,human,Thailand,2010,212,9,9,Claire,Asia
10235_7#10,ERR343688,ERR343688,human,Thailand,2010,10,3,3,Claire,Asia
10235_7#11,ERR343689,ERR343689,human,Thailand,2010,656,51,51,Claire,Asia
10235_7#12,ERR343690,ERR343690,human,Thailand,2010,411,8,8,Claire,Asia
10235_7#13,ERR343691,ERR343691,human,Thailand,2010,54,6,6,Claire,Asia
10235_7#14,ERR343692,ERR343692,human,Thailand,2010,288,7,7,Claire,Asia
10235_7#15,ERR343693,ERR343693,human,Thailand,2010,70,1,1,Claire,Asia
10235_7#16,ERR343694,ERR343694,human,Thailand,2010,207,2,2,Claire,Asia
10235_7#17,ERR343695,ERR343695,human,Thailand,2010,1532,45,45,Claire,Asia
10235_7#18,ERR343696,ERR343696,human,Thailand,2010,288,7,7,Claire,Asia
10235_7#19,ERR343697,ERR343697,human,Thailand,2010,33,4,4,Claire,Asia
10235_7#2,ERR343680,ERR343680,human,Thailand,2010,299,2,2,Claire,Asia
10235_7#20,ERR343698,ERR343698,human,Thailand,2010,54,6,6,Claire,Asia
10235_7#21,ERR343699,ERR343699,human,Thailand,2010,498,12,12,Claire,Asia
10235_7#22,ERR343700,ERR343700,human,Thailand,2010,306,3,3,Claire,Asia
10235_7#23,ERR343701,ERR343701,human,Thailand,2010,70,1,1,Claire,Asia
10235_7#24,ERR343702,ERR343702,human,Thailand,2010,207,8,8,Claire,Asia
10235_7#25,ERR343703,ERR343703,human,Thailand,2010,411,8,8,Claire,Asia
10235_7#26,ERR343704,ERR343704,human,Thailand,2010,23,3,3,Claire,Asia
10235_7#27,ERR343705,ERR343705,human,Thailand,2010,9,3,3,Claire,Asia
10235_7#28,ERR343706,ERR343706,human,Thailand,2010,58,2,2_3,Claire,Asia
10235_7#29,ERR343707,ERR343707,human,Thailand,2010,208*,10,10,Claire,Asia
10235_7#3,ERR343681,ERR343681,human,Thailand,2010,227,2,2,Claire,Asia
10235_7#30,ERR343708,ERR343708,human,Thailand,2010,70,1,1,Claire,Asia
10235_7#31,ERR343709,ERR343709,human,Thailand,2010,155,6,6,Claire,Asia
10235_7#32,ERR343710,ERR343710,human,Thailand,2010,9,3,3,Claire,Asia
10235_7#33,ERR343711,ERR343711,human,Thailand,2010,70,1,1,Claire,Asia
10235_7#34,ERR343712,ERR343712,human,Thailand,2011,212,9,9,Claire,Asia
10235_7#35,ERR343713,ERR343713,human,Thailand,2010,34,4,4,Claire,Asia
10235_7#36,ERR343714,ERR343714,human,Thailand,2010,1004,47,47,Claire,Asia
10235_7#37,ERR343715,ERR343715,human,Thailand,2010,9,3,3,Claire,Asia
10235_7#39,ERR343717,ERR343717,human,Thailand,2010,307,61,61,Claire,Asia
10235_7#40,ERR343718,ERR343718,human,Thailand,2010,197,4,4,Claire,Asia
10235_7#41,ERR343719,ERR343719,human,Thailand,2010,174,7,7,Claire,Asia
10235_7#42,ERR343720,ERR343720,human,Thailand,2010,207,2,2,Claire,Asia
10235_7#43,ERR343721,ERR343721,human,Thailand,2011,54,6,6,Claire,Asia
10235_7#44,ERR343722,ERR343722,human,Thailand,2011,498,12,12,Claire,Asia
10235_7#45,ERR343723,ERR343723,human,Thailand,2011,34,4,4,Claire,Asia
10235_7#46,ERR343724,ERR343724,human,Thailand,2011,48,2,2,Claire,Asia
10235_7#47,ERR343725,ERR343725,human,Thailand,2011,167,2,2_2,Claire,Asia
10235_7#48,ERR343726,ERR343726,human,Thailand,2011,1783*,20,20,Claire,Asia
10235_7#49,ERR343727,ERR343727,human,Thailand,2011,70,1,1,Claire,Asia
10235_7#5,ERR343683,ERR343683,human,Thailand,2010,56,2,2,Claire,Asia
10235_7#50,ERR343728,ERR343728,human,Thailand,2011,17,3,3,Claire,Asia
10235_7#51,ERR343729,ERR343729,human,Thailand,2011,505,71,2,Claire,Asia
10235_7#52,ERR343730,ERR343730,human,Thailand,2011,526,3,3,Claire,Asia
10235_7#53,ERR343731,ERR343731,human,Thailand,2011,60,2,2_2,Claire,Asia
10235_7#54,ERR343732,ERR343732,human,Thailand,2011,58,2,2_3,Claire,Asia
10235_7#57,ERR343733,ERR343733,human,Thailand,2011,167,2,2_2,Claire,Asia
10235_7#58,ERR343734,ERR343734,human,Thailand,2011,167,2,2_2,Claire,Asia
10235_7#59,ERR343735,ERR343735,human,Thailand,2011,34,4,4,Claire,Asia
10235_7#6,ERR343684,ERR343684,human,Thailand,2010,221,56,56,Claire,Asia
10235_7#60,ERR343736,ERR343736,human,Thailand,2011,47,2,2,Claire,Asia
10235_7#7,ERR343685,ERR343685,human,Thailand,2010,47,20,20,Claire,Asia
10235_7#8,ERR343686,ERR343686,human,Thailand,2010,386,6,6,Claire,Asia
10235_7#9,ERR343687,ERR343687,human,Thailand,2010,1859,4,4,Claire,Asia
10250_5#1,ERR343737,ERR343737,human,Thailand,2011,225,16,16,Claire,Asia
10250_5#10,ERR343746,ERR343746,human,Thailand,2011,288,7,7,Claire,Asia
10250_5#11,ERR343747,ERR343747,human,Thailand,2011,389*,9,9,Claire,Asia
10250_5#12,ERR343748,ERR343748,human,Thailand,2011,56,2,2,Claire,Asia
10250_5#13,ERR343749,ERR343749,human,Thailand,2011,657,8,8,Claire,Asia
10250_5#15,ERR343750,ERR343750,human,Thailand,2011,174,7,7,Claire,Asia
10250_5#16,ERR343751,ERR343751,human,Thailand,2011,167,2,2_2,Claire,Asia
10250_5#17,ERR343752,ERR343752,human,Thailand,2011,1529,23,23,Claire,Asia
10250_5#18,ERR343753,ERR343753,human,Thailand,2011,70,1,1,Claire,Asia
10250_5#19,ERR343754,ERR343754,human,Thailand,2011,309,16,16,Claire,Asia
10250_5#2,ERR343738,ERR343738,human,Thailand,2011,520,3,3,Claire,Asia
10250_5#20,ERR343755,ERR343755,human,Thailand,2011,54,6,6,Claire,Asia
10250_5#21,ERR343756,ERR343756,human,Thailand,2011,Novel,2,2,Claire,Asia
10250_5#23,ERR343757,ERR343757,human,Thailand,2011,1835,8,8,Claire,Asia
10250_5#24,ERR343758,ERR343758,human,Thailand,2011,153,7,7,Claire,Asia
10250_5#25,ERR343759,ERR343759,human,Thailand,2011,58,2,2_3,Claire,Asia
10250_5#26,ERR343760,ERR343760,human,Thailand,2011,50,2,2,Claire,Asia
10250_5#27,ERR343761,ERR343761,human,Thailand,2011,47,20,20,Claire,Asia
10250_5#28,ERR343762,ERR343762,human,Thailand,2011,70,1,1,Claire,Asia
10250_5#29,ERR343763,ERR343763,human,Thailand,2011,58,2,2_3,Claire,Asia
10250_5#3,ERR343739,ERR343739,human,Thailand,2011,206,3,3,Claire,Asia
10250_5#30,ERR343764,ERR343764,human,Thailand,2011,930*,11,11,Claire,Asia
10250_5#31,ERR343765,ERR343765,human,Thailand,2011,99,2,2,Claire,Asia
10250_5#32,ERR343766,ERR343766,human,Thailand,2011,485,47,47,Claire,Asia
10250_5#33,ERR343767,ERR343767,human,Thailand,2011,48,2,2,Claire,Asia
10250_5#34,ERR343768,ERR343768,human,Thailand,2011,1530,3,3,Claire,Asia
10250_5#35,ERR343769,ERR343769,human,Thailand,2011,197,4,4,Claire,Asia
10250_5#36,ERR343770,ERR343770,human,Thailand,2011,9,3,3,Claire,Asia
10250_5#37,ERR343771,ERR343771,human,Thailand,2011,207,8,8,Claire,Asia
10250_5#38,ERR343772,ERR343772,human,Thailand,2011,197,4,4,Claire,Asia
10250_5#39,ERR343773,ERR343773,human,Thailand,2011,1531,2,2_2,Claire,Asia
10250_5#40,ERR343774,ERR343774,human,Thailand,2011,1425,4,4,Claire,Asia
10250_5#41,ERR343775,ERR343775,human,Thailand,2011,54,6,6,Claire,Asia
10250_5#42,ERR343776,ERR343776,human,Thailand,2011,1532,45,45,Claire,Asia
10250_5#43,ERR343777,ERR343777,human,Thailand,2011,198*,7,7,Claire,Asia
10250_5#44,ERR343778,ERR343778,human,Thailand,2011,205,30,30,Claire,Asia
10250_5#45,ERR343779,ERR343779,human,Thailand,2011,23,3,3,Claire,Asia
10250_5#46,ERR343780,ERR343780,human,Thailand,2011,1533,1,1,Claire,Asia
10250_5#47,ERR343781,ERR343781,human,Thailand,2011,70,1,1,Claire,Asia
10250_5#48,ERR343782,ERR343782,human,Thailand,2011,1534,16,16,Claire,Asia
10250_5#49,ERR343783,ERR343783,human,Thailand,2011,534,62,62,Claire,Asia
10250_5#5,ERR343741,ERR343741,human,Thailand,2011,498,12,12,Claire,Asia
10250_5#50,ERR343784,ERR343784,human,Thailand,2011,1532,45,45,Claire,Asia
10250_5#51,ERR343785,ERR343785,human,Thailand,2011,70,1,1,Claire,Asia
10250_5#52,ERR343786,ERR343786,human,Thailand,2011,531,18,18,Claire,Asia
10250_5#53,ERR343787,ERR343787,human,Thailand,2011,58,2,2_3,Claire,Asia
10250_5#54,ERR343788,ERR343788,human,Thailand,2011,15,12,12,Claire,Asia
10250_5#55,ERR343789,ERR343789,human,Thailand,2011,505,71,2,Claire,Asia
10250_5#56,ERR343790,ERR343790,human,Thailand,2011,174,7,7,Claire,Asia
10250_5#57,ERR343791,ERR343791,human,Thailand,2011,70,1,1,Claire,Asia
10250_5#58,ERR343792,ERR343792,human,Thailand,2011,9,3,3,Claire,Asia
10250_5#59,ERR343793,ERR343793,human,Thailand,2011,734,83,83,Claire,Asia
10250_5#6,ERR343742,ERR343742,human,Thailand,2011,1535,2,2_2,Claire,Asia
10250_5#60,ERR343794,ERR343794,human,Thailand,2011,9,3,3,Claire,Asia
10250_5#7,ERR343743,ERR343743,human,Thailand,2011,167,2,2_2,Claire,Asia
10250_5#8,ERR343744,ERR343744,human,Thailand,2011,9,3,3,Claire,Asia
10250_5#9,ERR343745,ERR343745,human,Thailand,2011,167,2,2_2,Claire,Asia
10250_7#1,ERR343795,ERR343795,env,Thailand,2011,218,17,17,Claire,Asia
10250_7#10,ERR343804,ERR343804,env,Thailand,2011,54,6,6,Claire,Asia
